inegi_id,restaurant_name,restaurant_capacity,street_name,ext_number,int_number,coord_long,coord_lat,city
09015722110005223001000000U6,RESTAURANTE JAPONES MIKADO,11-30,PASEO DE LA REFORMA,369,,-99.16937742,19.42659852,CDMX
09016722517000841000000000U4,BARRANQUILLA PIZZA,0-5,BARRANQUILLA,102,0,-99.19727080,19.40571701,CDMX
09015722511019041000000000U5,BRUNCH AND BOWLS,0-5,PASEO DE LA REFORMA,369,21,-99.16937586,19.42659535,CDMX
09015722511024051000000000U7,EL BODEGON RESTAURANT,0-5,PASEO DE LA REFORMA,369,,-99.16937586,19.42659535,CDMX
09015722511015952000068907M7,PIZZAS GOURMET EL ITALIANITO,6-10,PASEO DE LA REFORMA,369,12,-99.16937586,19.42659535,CDMX
09016722518001361000000000U0,COMIDA CORRIDA LILO,0-5,MARINA NACIONAL,,0,-99.18882975,19.45834838,CDMX
09016722219006721000000000U5,LOS PIJIJES,0-5,NEZAHUALPILLI,1,1,-99.17038855,19.44189164,CDMX
09015722511017783000000000U4,EL 9 ARGENTINO,11-30,2 PONIENTE RIO TIBER,96,,-99.16884135,19.42942042,CDMX
09016722513003131000000000U6,QUESADILLAS DE LA GUERA,0-5,RIO DE LAS PAMPAS,35,4,-99.20913752,19.45691506,CDMX
15057722518004441000000000U3,EL GAVILAN POLLERO,0-5,PUENTE DE TECAMACHALCO,,,-99.22528082,19.43034815,CDMX
09015722517002891000000000U9,RED LIGHT PITZZA,0-5,GENERAL BENJAMIN HILL,,,-99.18290796,19.40922044,CDMX
09015722511023592000000000U1,LUCKY SUSHI,6-10,RIO LERMA,154,,-99.16896054,19.42836114,CDMX
09016722517002241000000000U5,ROSTICERIA ALEX / EL POLLON,0-5,MEXICO TACUBA,968,,-99.19427091,19.45941633,CDMX
09015722219028712001000000U0,RESTAURANTE PAD THAI,6-10,SONORA,49,,-99.17250343,19.41896603,CDMX
09016461110009061010000000U9,TORTAS MAGUITOS,0-5,TLALOC,1,270,-99.16975150,19.44021046,CDMX
09016722219010282001000000U2,RESTAURANTE SAN MIGUEL,6-10,GOBERNADOR AGUSTIN VICENTE EGUIA,18,0,-99.18571649,19.40785969,CDMX
09016722219001091001000000U8,FONDA CASA MARGARITA,0-5,GOBERNADOR AGUSTIN VICENTE EGUIA,16,0,-99.18568796,19.40786108,CDMX
09015722517002421000002462S5,POLLOS RAY,0-5,LONDRES,271,,-99.17073186,19.42228939,CDMX
09016722513004461000000000U6,TACOS Y HUARACHES,0-5,RODOLFO GAONA,,,-99.21762870,19.45115851,CDMX
09015722511024601000000000U9,SOMMA WINE BAR,0-5,Río Lerma,159,,-99.16888835,19.42855687,CDMX
09015722511015533000069309M5,ASADEROS GRILL REFORMA,11-30,RIO LERMA,159,1,-99.16888776,19.42855576,CDMX
09015722516004861000000000U2,CARIÑITO TAQUERIA,0-5,RIO LERMA,159,,-99.16888776,19.42855576,CDMX
09016722517001953000000000S6,PIZZERIA PIZZA HUT,11-30,PUENTE DE TECAMACHALCO,1,,-99.22536115,19.43062166,CDMX
09016722511009301000000000U3,LOS ANTOJOS DE CHAVIN,0-5,TONATZIN,65,,-99.17006788,19.44126563,CDMX
15057541941000411000000000U9,EL GAVILAN POLLERO,0-5,PUENTE DE TECAMACHALCO,,,-99.22534544,19.43037962,CDMX
09016722212008451000000000U2,ROSTICERIA CARMELITA,0-5,ATZAYACATL,70,0,-99.16969451,19.44015964,CDMX
09016722212002061000000000U5,COCINA ECONOMICA,0-5,NEZAHUALPILLI,2,,-99.17034326,19.44202571,CDMX
09016722219008892000000000S2,BENEDETTIS PIZZA,6-10,GOBERNADOR AGUSTIN VICENTE EGUIA,16,0,-99.18562070,19.40786437,CDMX
09015722514008855000000000U5,TAQUERIA EL CAIFA,0-5,PASEO DE LA REFORMA,382,,-99.16951886,19.42557155,CDMX
09015722511021543000000000U6,CAFE-GENOVA RESTAURANTE,11-30,PASEO DE LA REFORMA,380,1,-99.16950374,19.42557690,CDMX
09015722511011421000000000U7,RESTAURANTE MANDARINO,0-5,MANZANA O EDIFICACION CONTIGUA,,,-99.17847464,19.41206082,CDMX
09016722219008541000000000U5,CALDOS DE GALLINA EL TEXANO,0-5,MARINA NACIONAL,0,,-99.18958923,19.45873888,CDMX
09016722518003911000000000U0,CALDOS DE GALLINA INDIANILLA,0-5,MARINA NACIONAL,,0,-99.18959694,19.45876656,CDMX
09015722511011652000000000U7,RESTAURANTE PARIS 19 BISTRO,6-10,PASEO DE LA REFORMA,382,368,-99.16940055,19.42562567,CDMX
09015722517002383010018998S7,LITTLE CAESARS METRO SEVILLA,0-5,LONDRES,265,,-99.17054952,19.42237581,CDMX
09015722511023544000071703S2,RESTAURANTE MALLORCA,31-50,PASEO DE LA REFORMA,365,,-99.16911658,19.42671974,CDMX
09016722513001151000000000U6,LA PERLA,0-5,SANCTORUM,94,7,-99.20741343,19.45783419,CDMX
09016722513004471000000000U5,LOS CHEMS,0-5,SANCTORUM,94,42,-99.20741343,19.45783419,CDMX
09016722212002761000000000U0,COMIDA CORRIDA,0-5,SANCTORUM,94,172,-99.20741343,19.45783419,CDMX
09016722219007041000000000U8,PESCADOS Y MARISCOS EL TIBURON PANZON,0-5,SANCTORUM,94,30,-99.20741343,19.45783419,CDMX
09016722518001271000000000U1,COMIDA CORRIDA,0-5,SANCTORUM,94,46,-99.20741343,19.45783419,CDMX
09016722514001081000000000U3,TACOQUETO,0-5,SANCTORUM,94,119,-99.20741343,19.45783419,CDMX
09016722518001811000000000U4,COMIDA CORRIDA,0-5,SANCTORUM,94,179,-99.20741343,19.45783419,CDMX
09016722212001821000000000U3,COCINA ECONOMICA ROSA Y FER,0-5,SANCTORUM,94,179,-99.20741343,19.45783419,CDMX
09016722518004701000000000U4,COCINA DOÑA CUQUI,0-5,SANCTORUM,94,36,-99.20741343,19.45783419,CDMX
09016722513000371000000000U1,BARBACOA SAN MIGUELITO,0-5,SANCTORUM,94,40,-99.20741343,19.45783419,CDMX
09016722517000281000000000U3,ROSTICERIA,0-5,SANCTORUM,94,129,-99.20741343,19.45783419,CDMX
09016722511004621000000000U9,COCINA EL BUEN SAZON,0-5,LAGO PATZCUARO,39,0,-99.17174077,19.44525595,CDMX
09016722513001261000000000U3,ANTOJITOS MEXICANOS,0-5,SANCTORUM,94,106,-99.20742013,19.45783577,CDMX
09016722517002451000000000U0,ROSTICERIA MOLINOS,0-5,AUSTRALIA,14,0,-99.18991416,19.45886727,CDMX
09016722219011402001000000U5,CALDOS DE GALLINA LOS INDIANILLA,0-5,AUSTRALIA,12,0,-99.18981938,19.45884600,CDMX
09015722512002751000000000U6,XILOTL,0-5,BIARRITZ,2,,-99.17001467,19.42360581,CDMX
09015812210001641010000000U2,RESTAURANTE COREANO,0-5,BIARRITZ,3,,-99.17000881,19.42359488,CDMX
09015722219009421000000000U1,RESTAURANTE BAR LA COCHINITA,0-5,LONDRES,0,0,-99.17047910,19.42240918,CDMX
09015722517005002000000000U0,MAMMUT PIZZA,6-10,OXFORD,21,,-99.16947459,19.42514139,CDMX
09015722513000291000000000U3,LAS GORDITAS DE SEVILLA,0-5,CHAPULTEPEC,464,2,-99.17080931,19.42159681,CDMX
09015722219032562001000000U3,LAS GORDITAS DEL GUERO,6-10,CHAPULTEPEC,464,,-99.17080931,19.42159681,CDMX
09015722110003833000000000U4,RETAURANT LA LANGOSTA VIEJA,11-30,CHAPULTEPEC,464,,-99.17080931,19.42159681,CDMX
09016722514000781000000000U9,TORTAS EL TIGRE,0-5,INTERIOR JOSE VASCONCELOS,0,0,-99.18425979,19.40826103,CDMX
09016722513001371000000000U0,ANTOJITOS MEXICANOS GOURMET EL CUÑADO,0-5,INTERIOR JOSE VASCONCELOS,0,0,-99.18426365,19.40825372,CDMX
09016722517001601000000000U1,DINER PIZZA,0-5,CALZADA SAN BARTOLO NAUCALPAN,,,-99.20412916,19.45892941,CDMX
09015722511019954000000000U9,EL MEXICANO RESTAURANTE Y MEZCALERIA,31-50,2 PONIENTE RIO TIBER,105,,-99.16864661,19.42866905,CDMX
09015722514013951000000000U5,TAQUERIA VIA PARQUE,0-5,PARQUE VIA,0,,-99.16853615,19.43573915,CDMX
09015722511020821000000000U7,LA CHILAKLETA,0-5,2 PONIENTE RIO TIBER,104,,-99.16858404,19.42892161,CDMX
09015722511021093000000000U2,COLONIAL,11-30,2 PONIENTE RIO TIBER,104,,-99.16857513,19.42891688,CDMX
09016722219001421000000000U7,CONDESA DE BARRIO,0-5,GOBERNADOR AGUSTIN VICENTE EGUIA,10,,-99.18493256,19.40790281,CDMX
09016722513005341000000000U9,PUESTO DE QUESADILLAS Y GORDITAS,0-5,ATZAYACATL,62,,-99.16940670,19.44014458,CDMX
09015722511018311000000000U3,MY JUICE BY MARGO COMEDOR,0-5,MANUEL VILLALONGIN,88,,-99.16832034,19.43424528,CDMX
09015722511017931000000000S9,ABURIYA,0-5,RIO POO,102,,-99.16839972,19.42999218,CDMX
09016722511007921000000000U0,RESTAURANTE TAKECHI,0-5,MEXICO TACUBA,914,0,-99.19283373,19.45957984,CDMX
09015722511024344000000000U6,RESTAURANT NIDO,31-50,DRESDE,0,,-99.16957456,19.42443519,CDMX
09015722512002501000000000U5,XILOTL PESCADOS Y MARISCOS,0-5,HAMBURGO,238,,-99.16980276,19.42372028,CDMX
09015722511021411000000000S6,SUNFLOWER,0-5,HAMBURGO,238,,-99.16980276,19.42372028,CDMX
09015722219020041000000000U2,RESTAURANTE Y CAFETERIA RICES,0-5,RIO AMUR,16,,-99.16833390,19.43487909,CDMX
15057722511003861000000000U8,TECA TERRAZA GRILL,31-50,FUENTE DE TREVI,4,,-99.22544379,19.42850753,CDMX
09016722513000481000000000U8,EDUARDO S CALDOS DE GALLINA,0-5,RODOLFO GAONA,0,,-99.21779113,19.45147115,CDMX
09015722511023683000000000U8,RESTAURANTES CON SERVICIO DE PREPARACIÓN DE ALIMENTOS A LA CARTA O DE COMIDA CORRIDA SIN NOMBRE,11-30,OXFORD,23,,-99.16937315,19.42496731,CDMX
09015722514017201000000000U1,TORTERIA ROBLES,0-5,PARQUE VIA,0,,-99.16840388,19.43569025,CDMX
09016722518005011000000000U7,COMIDA PARA LLEVAR SIN NOMBRE,0-5,LAGUNA TAMIAHUA,182,,-99.17191549,19.44599761,CDMX
09015722511017331000000000U2,CHUAN BAI WEI,0-5,HAMBURGO,234,0,-99.16976459,19.42373844,CDMX
15057722513007231000000000U6,CALDOS DE GALLINA ALITA,0-5,PUENTE DE TECAMACHALCO,0,,-99.22571400,19.43055913,CDMX
09015722110005714001026154S4,PRIMOS,0-5,MICHOACÁN,168,,-99.17910332,19.41118141,CDMX
09015722511019902000000000U8,ACLOMA,6-10,RIO BALSAS,32,,-99.16819161,19.43312948,CDMX
09015722212013981000000000U3,TACOS TREVOL,0-5,RIO SENA,,,-99.16823036,19.43411999,CDMX
09016722517002281000000000U1,GRILL BURGER,0-5,MEXICO TACUBA,0,,-99.19352815,19.45973754,CDMX
09016722514008141000000000U8,TORTAS LOS GONZALEZ,0-5,INTERIOR JOSE VASCONCELOS,,,-99.18438611,19.40802179,CDMX
09016722110000161002003155S1,81001 VIPS TOREO,0-5,BOULEVARD MANUEL ÁVILA CAMACHO,631,,-99.21994252,19.44914280,CDMX
09015722211001222000000000U8,HAMBURGUESAS LAS ORIGINALES DE LA CUAUHTEMOC,0-5,RIO TIGRIS,42,,-99.16817743,19.43268545,CDMX
09015722517003501000000000U3,CALDOS DE GALLINA,0-5,PARQUE VIA,0,,-99.16835765,19.43566845,CDMX
09016722511005341000000000U3,LA VALE,0-5,FELIPE CARRILLO PUERTO,74,0,-99.17423347,19.44937440,CDMX
09015722219025252001000000U0,TACOS LOS PARIENTES,0-5,RIO SENA,0,,-99.16821437,19.43409119,CDMX
09015722219027782000000000U4,SABIA FRUTA,0-5,RIO TIGRIS,44,,-99.16813939,19.43261292,CDMX
09015722511003722001000000U8,FONDA DOÑA BLANCO,11-30,INTERIOR JOSE VASCONCELOS,115,,-99.18381230,19.40824397,CDMX
09015722511023702000000000U6,NIDODO,6-10,OXFORD,12,,-99.16926830,19.42498789,CDMX
09015722219001181000000000U9,BIRRIA REAL,0-5,RIO AMUR,9,,-99.16826681,19.43536731,CDMX
09016722512000061001000000S0,BODEGA AUXILIAR EL CANTO DE LAS SIRENAS,0-5,ATZAYACATL,65,0,-99.16914659,19.43985622,CDMX
09015722511007651000000000U3,RESTAURANTE PAPILLON,0-5,PRAGA,30,0,-99.16948925,19.42423755,CDMX
09016722330000071000000000U6,EL RINCONCITO DEL SABOR,0-5,QUETZALCOATL,74,0,-99.16906645,19.43961350,CDMX
09015722514004601000000000U7,TACOS DE GUISADO,0-5,PARQUE VIA,0,,-99.16827995,19.43564443,CDMX
09015722511014472000000000U7,ROLDAN 37,0-5,COZUMEL,326,22,-99.17119260,19.42026385,CDMX
09015722513003421000000000U3,COCINA ADRIANA,0-5,PARQUE VIA,210,0,-99.16826017,19.43563712,CDMX
15057722513005931000000000U3,ANTOJITOS LA GUERA,0-5,PUENTE DE TECAMACHALCO,,,-99.22584698,19.43062391,CDMX
09016561431000361001000000U1,COCINA EVITA,0-5,General Juan Cano,177,0,-99.18604580,19.40720013,CDMX
15057722110001033000000000U7,FLASH TACO DEL NORTE,11-30,FUENTE DE MOLINO,17,,-99.22558886,19.42834592,CDMX
09015722511011372000000000U2,UTOPIA VENGAN FOOD Y BAR,0-5,CUERNAVACA,44,,-99.17477212,19.41501704,CDMX
09015722110004413000000000U4,YUG VEGETARIANO,11-30,VARSOVIA,25,,-99.16915016,19.42512625,CDMX
09015722518002912000000000U1,EL REFUGIO DEL INCA,6-10,OXFORD,16,0,-99.16921498,19.42488629,CDMX
09015722514007731000000000U9,TAQUITOS DE GUISADO FLORES,0-5,RIO AMUR,0,,-99.16820630,19.43556577,CDMX
09015722513008321000000000U0,EL CARMONCITO CONDESA,0-5,CUERNAVACA,44,,-99.17482347,19.41492825,CDMX
09016722513000661000000000U5,EL DELEITE MEXICANO,0-5,NEZAHUALPILLI,27,0,-99.16958745,19.44147396,CDMX
09015722511020811000000000U8,RESTAURANTE CORAZON PANZON,0-5,RIO BALSAS,32,,-99.16803896,19.43320216,CDMX
09016722514007801000000000U8,TORTERIA,0-5,MEXICO TACUBA,0,,-99.19256263,19.45975991,CDMX
09016722518002361000000000U9,COCINA ECONOMICA SIN NOMBRE,0-5,EX ARZOBISPADO,6,,-99.19709086,19.40511557,CDMX
09015722212013021000000000U8,TAQUERIA EL JARRO CAFE,0-5,RIO PANUCO,103,,-99.16809404,19.43041594,CDMX
09015722511008253001000000U9,ZONA 2,6-10,CUAUTLA,58,0,-99.17635408,19.41327892,CDMX
09015722219032392001000000U5,LONCHERIA LA VICTORIA,0-5,FRANCISCO DIAZ COVARRUBIAS,100,,-99.16844368,19.43746743,CDMX
09016722511004491000000000U7,FONDA EL FAROLITO,0-5,CAÑITAS,31,0,-99.17738038,19.45288290,CDMX
09016722514007791000000000U1,TORTERIA LA GUERAS,0-5,SUR 128,18,,-99.20231793,19.40553658,CDMX
09016722219008521000000000U7,LONCHERIA MIMI,0-5,SUR 128,18,,-99.20231793,19.40553658,CDMX
09016722512000591000000000U6,MARISCOS EL GUERO,0-5,MEXICO TACUBA,0,,-99.19221867,19.45975896,CDMX
15057722219001011000000000U2,MARISCOS EL PATO,0-5,PUENTE DE TECAMACHALCO,,,-99.22596096,19.43067942,CDMX
09015722511021462000000000U9,SAPO,6-10,GUADALAJARA,61,,-99.17229501,19.41811695,CDMX
09015722511015174000000000U8,SEPIA COCINA DE MAR,31-50,SINALOA,170,,-99.17131593,19.41972974,CDMX
09015722511006172000000000U3,SUSHI MX ANTOJERIA JAPONESA,11-30,FRANCISCO MARQUEZ,0,,-99.17821621,19.41158068,CDMX
09016722514007081000000000U7,LA CASA DE LAS CARNITAS,0-5,LAGO PATZCUARO,27,,-99.17161445,19.44600510,CDMX
09015722513006881000000000U5,GORDITAS SIN NOMBRE,0-5,LONDRES,0,,-99.16995960,19.42252388,CDMX
09015722511016611000000000U3,RESTAURANTE LA PROVOLETA,0-5,PUEBLA,300,,-99.17077638,19.42073110,CDMX
09016722511002052000000000U9,RESTAURAT LOS GOBERNADORES,6-10,GOBERNADOR JOSE GUADALUPE COVARRUBIAS,92,0,-99.18853914,19.40622876,CDMX
09016722211000041020003286S1,11165 TOREO,0-5,RAFAEL REYES ESPINDOLA,491,1,-99.21990000,19.44961653,CDMX
09016722513003141000000000U5,ANTOJITOS JUANITA,0-5,RIO PARANA,47,0,-99.20916704,19.45766765,CDMX
09016722511009641000000000U2,SPIRAI NIPONA,0-5,FELIPE CARRILLO PUERTO,0,,-99.17381564,19.44928234,CDMX
09016722518004811000000000U1,COMIDA CORRIDA,0-5,LEGARIA,0,,-99.18965950,19.45932325,CDMX
09016722518005131000000000U3,COCINA ECONOMICA SIN NOMBRE,0-5,LEGARIA,0,,-99.18961957,19.45933773,CDMX
09015722511023861000000000U0,UNNIENG DIB RESTAURANTE,0-5,VARSOVIA,3,,-99.16876804,19.42576512,CDMX
09015722511009102000000000U7,SUSHI MX ANTOJERIA JAPONESA,11-30,FRANCISCO MARQUEZ,0,,-99.17812912,19.41153764,CDMX
09015722110005944002000000U7,LA BODEGUITA DEL MEDIO,0-5,COZUMEL,37,,-99.17119117,19.41975949,CDMX
09015722110004173000000000U4,RESTAURANTE EL 10,0-5,ALFONSO REYES,66,,-99.17984277,19.41024760,CDMX
15057811491001161011000000U2,CASA DE CAMPECHANA,6-10,PUENTE DE TECAMACHALCO,19,0,-99.22609393,19.43074418,CDMX
09015722516004791000061238S1,HAMBURGUESAS HM DEL ANGEL,0-5,Río Lerma,142,,-99.16812399,19.42874153,CDMX
09016722514006991000000000U8,TORTAS GIGANTES,0-5,RODOLFO GAONA,,,-99.21779799,19.45201983,CDMX
09016722513005121000000000U5,LOS CUATRO FANTASTICOS Y EL PILON,0-5,MEXICO TACUBA,,,-99.19027396,19.45954379,CDMX
09016722513004141000000000U4,PANCITA DON JUAN,0-5,SUR 128,22,,-99.20231314,19.40537333,CDMX
09016722518004611000000000U5,COCINA DOÑA GUERA,0-5,LEGARIA,0,,-99.18950513,19.45936638,CDMX
09015722511016421000039772S2,PORCO ROSSO CONDESA,0-5,MAZATLÁN,148,,-99.17870946,19.41101298,CDMX
09015722511020321000000000U8,MIR RYU RESTAURANTE DE COMIDA ASIATICA,0-5,VARSOVIA,9,,-99.16872936,19.42568382,CDMX
09016722514000941000000000U9,TAQUERIA GUARDADO,0-5,LEGARIA,0,,-99.18947550,19.45937203,CDMX
09015722412001743001000000U7,RESTAURANT BAR ANDRADE,6-10,FRANCISCO DIAZ COVARRUBIAS,91,,-99.16825129,19.43754425,CDMX
09016722514006841000000000U5,TACOS CHUCHIN,0-5,LEGARIA,0,,-99.18944734,19.45937656,CDMX
09016722514003031000000000U6,TAQUERIA 3 HERMANOS,0-5,NEZAHUALPILLI,28,0,-99.16926899,19.44137021,CDMX
09016722514003531000000000U5,TAQUERIA PEPE,0-5,GENERAL VICTORIANO CEPEDA,0,0,-99.19415163,19.40500084,CDMX
09016722518000281000000000U1,COMIDAS CORRIDAS ELI,0-5,RODOLFO GAONA,,,-99.21800827,19.45188907,CDMX
09015722511022522000000000U9,VOLPE,6-10,GUADALAJARA,62,0,-99.17217519,19.41794475,CDMX
09016722219008341000000000U0,FONDA ISHSA,0-5,SUR 128,26,,-99.20231155,19.40531905,CDMX
09015722514011251000000000U2,TAQUERIA LOS BIGOTONES,0-5,SINALOA,32,2,-99.17105692,19.41979850,CDMX
09016722219001741000000000U8,ANTOJITOS VERO,0-5,GENERAL VICTORIANO CEPEDA,17,0,-99.19340573,19.40505054,CDMX
09015722514015361000000000U5,PKÑA,0-5,2 SUR JUAN ESCUTIA,63,,-99.17459671,19.41474090,CDMX
09015722516001321000000000U0,LA XQUISITA,0-5,GUADALAJARA,69,0,-99.17222131,19.41782635,CDMX
09015722511023043000000000U5,AGO ANDARRETA,11-30,VERACRUZ,83,,-99.17315479,19.41649904,CDMX
09015722514016941000000000U3,TACOS DON FELIPE,0-5,RIO AMOY,15,0,-99.16784656,19.43512253,CDMX
09016722513005241000000000U1,COMIDAS PARA LLEVAR,0-5,LAGO TANA,51,,-99.19675884,19.46037419,CDMX
09015722219000721010000000U3,PUESTO DE TACOS SIN NOMBRE,0-5,SINALOA,,,-99.17092953,19.41994987,CDMX
09016722511000263000000000M4,RESTAURANTE LA POBLANITA,11-30,GOBERNADOR LUIS GONZAGA VIEYRA,14,0,-99.18518600,19.40717563,CDMX
09016722514005031000000000U4,TACOS MARY,0-5,LEGARIA,0,,-99.18919743,19.45938185,CDMX
09015722219029632001000000S9,RESTAURANTE SOUL,11-30,MAZATLAN,152,2,-99.17882077,19.41081463,CDMX
09016722511002571001000000U8,RESTAURANTE FRIDA,0-5,LAGUNA DEL CARMEN,161,0,-99.17260975,19.44798663,CDMX
09015722514012011000000000U9,TORTAS HIPODROMO,0-5,RIO BALSAS,,,-99.16772469,19.43351406,CDMX
09016722514005901000000000U8,TORTAS DOÑA LULU,0-5,LA MARINA,17,0,-99.19319894,19.40504175,CDMX
09016722511006312000000000S3,ADMINISTRACION DEL RESTAURANTE LA POBLANITA DE TACUBAYA,0-5,GOBERNADOR LUIS GONZAGA VIEYRA,14,,-99.18514783,19.40717589,CDMX
09016722517000521000000000U2,HAMBURGUESAS SOTELO,0-5,INTERIOR AVENIDA REVOLUCION,0,0,-99.18444471,19.40747967,CDMX
09015722518011111000000000U9,CACHITO,0-5,SINALOA,164,,-99.17097110,19.41981706,CDMX
09015722514014523000000000U1,RESTAURANTE CHETITO,11-30,RIO DANUBIO,104,,-99.16777254,19.43041414,CDMX
09016722518000491000000000U6,MANZANA DE ROCKO,0-5,LAGUNA DEL CARMEN,161,0,-99.17257205,19.44798214,CDMX
09016722517002391000000000S8,BURGUERIS HAMBURGUESAS,0-5,INTERIOR CALZADA MELCHOR OCAMPO,0,,-99.16841517,19.43880440,CDMX
09015722517001612000000000U0,WELOVEBURGERS,6-10,ALFONSO REYES,68,0,-99.17966680,19.41016153,CDMX
09015722511022553000000000M4,RESTAURANTE ARGENTINO QUILMES,11-30,RIO PANUCO,0,,-99.16775888,19.43044549,CDMX
09015722110002853000000000U3,TACOS EL CAMINERO,6-10,RIO LERMA,138,,-99.16793683,19.42882862,CDMX
09015722511016655000062803M5,RESTAURANTE DE COMIDA CUBANA LA BODEGUITA DEL MEDIO,0-5,COZUMEL,37,,-99.17111386,19.41950152,CDMX
09015722511014931000068907S2,EL ITALIANITO,6-10,RIO SENA,16,0,-99.16766448,19.43330274,CDMX
09015722514001291000000000U0,GUISAMOR,6-10,RIO AMOY,5,,-99.16778838,19.43531253,CDMX
09016722518001081000000000U4,COCINA GEO,0-5,RIO PARANA,,,-99.20916859,19.45794857,CDMX
09015722212019571000000000U6,TACOS DE GUISADO PUEBLA,0-5,PUEBLA,,,-99.17031739,19.42097659,CDMX
09016722219008922000000000U7,RESTAURANTE  CASA MERLOS,6-10,GENERAL VICTORIANO CEPEDA,80,0,-99.19643004,19.40472436,CDMX
09016722518001071000000000U5,COCINA ECONOMICA,0-5,RIO TLACOTALPAN,110,0,-99.20949136,19.45784398,CDMX
09015722511024351000000000U1,A LA BONNE FRANQUETTE,0-5,RIO SENA,22,,-99.16760687,19.43318955,CDMX
09015722511012821000000000U7,DELI MX,0-5,HAMBURGO,214,,-99.16898049,19.42410849,CDMX
09016722212000361000000000U1,COMIDA CORRIDA MAGDALENA,0-5,MEXICO TACUBA,0,,-99.18830179,19.45926084,CDMX
09016722518002161000000000U3,RESTAURANT SIN NOMBRE,0-5,CERRADA COLEGIO MILITAR,33,,-99.17608148,19.45222749,CDMX
09015722514014771000000000U6,TAQUERIA EL CHARQUITO,0-5,PUEBLA,299,3,-99.17024073,19.42099368,CDMX
09016722212005301000000000U2,EL HUARACHE ARGENTINO,0-5,RIO PILCOMAYO,95,0,-99.21009870,19.45760057,CDMX
09016722518005151000000000U1,ANTOJITOS GABERI,0-5,LAGO PATZCUARO,21,,-99.17153025,19.44659304,CDMX
09016722110001843001000000U3,MARISQUERIA EL CANTO DE LAS SIRENAS,11-30,ATZAYACATL,85,,-99.16846652,19.43949016,CDMX
09015722511023532000000000U7,NIICH,6-10,CHICONTEPEC,57,,-99.18044782,19.40950019,CDMX
09016722513001101000000000U1,QUESADILLAS,0-5,BOULEVARD MANUEL AVILA CAMACHO,,0,-99.21984532,19.45022569,CDMX
09015722511012811000000000U8,RESTAURANTE SURASANG KOREANO,0-5,VARSOVIA,15,0,-99.16855230,19.42533321,CDMX
09016722110000261000000000U9,RESTAURANTE SALINA CRUZ,0-5,TLALOC,42,0,-99.16899221,19.44129716,CDMX
09016722513004641000000000U3,COMIDA CORRIDA LUNA POBLANITA,0-5,NOPALTZIN,64,,-99.16961459,19.44294993,CDMX
09016722212002851000000000U9,TORTERIA CALIFORNIA,0-5,MEXICO TACUBA,0,,-99.18788269,19.45919875,CDMX
09015722514015351000000000U6,TORTERIA ARMANDO,0-5,RIO NAZAS,64,,-99.16752071,19.43198899,CDMX
09015722512002583000000000U3,PLAYITA EN LA CIUDAD RSTAURANTE MARIOLA,11-30,RIO LERMA,130,,-99.16777265,19.42889734,CDMX
09015722512001823000000000U4,MARISCOS JUAN,6-10,MICHOACAN,151,0,-99.17766679,19.41147615,CDMX
09015722513007831000000000U9,QUESADILLAS SIN NOMBRE,0-5,HAMBURGO,218,,-99.16888505,19.42415385,CDMX
09015722515018542000000000U4,WINGS ARMY,6-10,RIO LERMA,132,,-99.16776291,19.42890622,CDMX
09015722511023781000000000U0,RESTAURANTE JERRYS,0-5,RIO BALSAS,16,,-99.16751694,19.43345349,CDMX
09015722110005784000002491S7,SAMBORNS CAFE SUC PARQUE VIA,0-5,JAMES SULLIVAN,198,,-99.16765005,19.43539244,CDMX
09016722517002621000000000U8,DOCTOR PEPERONI,0-5,Laguna del Carmen,165,0,-99.17233355,19.44795241,CDMX
09016722511008421000000000U0,PASTELERIA MADE IN BRASIL,0-5,GOBERNADOR JOSE GUADALUPE COVARRUBIAS,45,,-99.18671159,19.40637024,CDMX
09016722219002731000000000S8,EL CANTO DE LAS SIRENAS COCINA AUXILIAR,0-5,ATZAYACATL,88,0,-99.16841640,19.43958955,CDMX
09016722518000401000000000U5,COMIDA CORRIDA PEREA,0-5,MEXICO TACUBA,0,,-99.18753938,19.45913121,CDMX
09015722511001133000000000U0,RESTAURANTE REAL DEL BARRO COCINA OAXAQUEÑA Y MEXICANA,11-30,HAMBURGO,222,0,-99.16883933,19.42417559,CDMX
09015722511018381000000000U6,CHIDA LA AREPA,0-5,YAUTEPEC,126,0,-99.17807743,19.41109428,CDMX
09016722512001093000000000U2,EL CANTO DE LAS SIRENAS RESTAURANTE,11-30,INTERIOR CALZADA MELCHOR OCAMPO,69,,-99.16827219,19.43910866,CDMX
09016722110000973001000000U9,MARISQUERIA EL CANTO DE LAS SIRENAS,11-30,ATZAYACATL,89,,-99.16835516,19.43943017,CDMX
09015722219008261000000000U2,FONDA ARRACHEVES,0-5,MICHOACAN,151,0,-99.17757119,19.41148392,CDMX
09016722211000241000003286S7,DOMINO S PIZZA CUATRO CAMINOS,0-5,2 ESTACION CUATRO CAMINOS,0,,-99.18646300,19.45878764,CDMX
09016722511006111000000000U9,COCINA NAYELI,0-5,MEXICO TACUBA,32,1163,-99.18642778,19.45877947,CDMX
09016722212008091000000000U6,TAQUERIA EL JACALITO,0-5,MEXICO TACUBA,32,42,-99.18642778,19.45877947,CDMX
09016722212004401000000000U1,COCINA ECONOMICA DAZA,0-5,MEXICO TACUBA,32,1159,-99.18642778,19.45877947,CDMX
