inegi_id,restaurant_name,restaurant_capacity,street_name,ext_number,int_number,coord_long,coord_lat,city
09016722513005131000000000U4,VENTA DE ANTOJITOS SIN NOMBRE,0-5,MEXICO TACUBA,32,223,-99.18642778,19.45877947,CDMX
09016722212005411000000000U9,TORTAS EL GUERO,0-5,MEXICO TACUBA,32,922,-99.18642778,19.45877947,CDMX
09016722514003251000000000U0,TAQUERIA EL CLAVEL ROJO,0-5,MEXICO TACUBA,32,41,-99.18642778,19.45877947,CDMX
09016461130000031000000000U9,ANTOJITOS MEXICANOS EN FRIO Y FRUTAS Y LEGUMBRES SIN NOMBRE,0-5,MEXICO TACUBA,32,385,-99.18642778,19.45877947,CDMX
09016722513002571000000000U4,LAS AUTENTICAS GORDITAS DE TACUBA,6-10,MEXICO TACUBA,32,40,-99.18642778,19.45877947,CDMX
09016722514005161000000000U9,TAQUERIA LOS GEMELOS,0-5,MEXICO TACUBA,32,37,-99.18642778,19.45877947,CDMX
09016722212001561000000000U5,ROSTICERIA SIN NOMBRE,0-5,MEXICO TACUBA,32,1122,-99.18642778,19.45877947,CDMX
09016722518004801000000000U2,COCINA ECONOMICA SIN NOMBRE,0-5,MEXICO TACUBA,32,1119,-99.18642778,19.45877947,CDMX
09016722514000021000000000U0,CARNITAS EL COCHINITO DE ORO,0-5,MEXICO TACUBA,32,43,-99.18642778,19.45877947,CDMX
09016722518004521000000000U6,COCINA LILI,0-5,MEXICO TACUBA,32,338,-99.18642778,19.45877947,CDMX
09016722219004121000000000U0,CALDOS DE GALLINA DON ROGE,0-5,MEXICO TACUBA,32,1125,-99.18642778,19.45877947,CDMX
09016722518004401000000000U1,COCINA ECONOMICA LULU,0-5,MEXICO TACUBA,32,1140,-99.18642778,19.45877947,CDMX
09016722514008111000092024S1,TAQUERIA EL COCHINITO DE ORO,0-5,MEXICO TACUBA,32,26,-99.18642778,19.45877947,CDMX
09016722518004171000000000U0,COCINA ECONOMICA SIN NOMBRE,0-5,MEXICO TACUBA,32,1161,-99.18642778,19.45877947,CDMX
09016722518004151000000000U2,COCINA ECONOMICA,0-5,MEXICO TACUBA,32,745,-99.18642778,19.45877947,CDMX
09016722518005071000000000U1,COCINA SIN NOMBRE,0-5,MEXICO TACUBA,32,329,-99.18642778,19.45877947,CDMX
09016722212000541000000000U8,COCINA ECONOMICA SIN NOMBRE,0-5,MEXICO TACUBA,32,198,-99.18642778,19.45877947,CDMX
09016722518004161000000000U1,COCINA ECONOMICA,0-5,MEXICO TACUBA,32,1158,-99.18642778,19.45877947,CDMX
09016722518004791000000000U5,COCINA ECONOMICA SIN NOMBRE,0-5,MEXICO TACUBA,32,1143,-99.18642778,19.45877947,CDMX
09016722518004761000000000U8,COCINA ECONOMICA SIN NOMBRE,0-5,MEXICO TACUBA,32,298,-99.18642778,19.45877947,CDMX
09016722512000761000000000U5,ANTOJITOS MEXICANOS Y MARISCOS EL PAISA,6-10,MEXICO TACUBA,32,150,-99.18642778,19.45877947,CDMX
09016722219005101000000000U1,COCINA ECONOMICA CARMELITAS,0-5,MEXICO TACUBA,32,592,-99.18642778,19.45877947,CDMX
09016722514007231000000000U8,TACOS DE GUISADO SIN NOMBRE,0-5,MEXICO TACUBA,32,36,-99.18642778,19.45877947,CDMX
09016722518004851000000000U7,COCINA ECONOMICA SIN NOMBRE,0-5,MEXICO TACUBA,32,1121,-99.18642778,19.45877947,CDMX
09016722514007131000000000U0,TAQUERIA EL PAISA,0-5,MEXICO TACUBA,32,267,-99.18642778,19.45877947,CDMX
09016722518004671000000000U9,COCINA,0-5,MEXICO TACUBA,32,197,-99.18642778,19.45877947,CDMX
09016722511002711000000000U8,COCINA LA LUPITA,0-5,MEXICO TACUBA,32,269,-99.18642778,19.45877947,CDMX
09016461130001691000000000U4,COCINA ECONOMICA RITA,0-5,MEXICO TACUBA,32,486,-99.18642778,19.45877947,CDMX
09016722212007601000000000U3,COCINA ECONOMICA CARLITOS,0-5,MEXICO TACUBA,32,196,-99.18642778,19.45877947,CDMX
09016722212001001000000000U2,COCINA ECONOMICA ANITA,0-5,MEXICO TACUBA,32,1162,-99.18642778,19.45877947,CDMX
09016722518003551000000000U4,COMIDA CASERA,0-5,MEXICO TACUBA,32,866,-99.18642778,19.45877947,CDMX
09016722518001231000000000U5,COMIDA CORRIDA Y A LA CARTA CANDELARIA,0-5,MEXICO TACUBA,32,1144,-99.18642778,19.45877947,CDMX
09016722219006791000000000U8,TAQUERIA ANGEL,0-5,MEXICO TACUBA,32,336,-99.18642778,19.45877947,CDMX
09016722512000031001000000S3,BODEGA OSTIONERIA PUERTO ANGEL,0-5,MEXICO TACUBA,32,64,-99.18642778,19.45877947,CDMX
09016722516001161000000000U8,ANTOJITOS EN FRIO,0-5,MEXICO TACUBA,32,367,-99.18642778,19.45877947,CDMX
09016722518004931000000000U7,CALDOS DE GALLINA EL PAISA,0-5,MEXICO TACUBA,32,1130,-99.18642778,19.45877947,CDMX
09016722212002631000092024M6,TAQUERIA CRUZ Y SANCHEZ,0-5,MEXICO TACUBA,32,11,-99.18642778,19.45877947,CDMX
09016722518002411000000000U2,COCINA ECONOMICA SIN NOMBRE,0-5,MEXICO TACUBA,32,1118,-99.18642778,19.45877947,CDMX
09016722512000801000000000U9,BODEGA OSTIONERIA PUERTO ANGEL,6-10,MEXICO TACUBA,32,94,-99.18642778,19.45877947,CDMX
09016722514007111000000000U2,TAQUERIA LA ESPERANZA,0-5,MEXICO TACUBA,0,,-99.18682715,19.45892479,CDMX
09016722514001491000000000U4,GUISANDO ANDO,0-5,EX ARZOBISPADO,27,0,-99.19686364,19.40455778,CDMX
09016722512001391000000000U0,MARISQUERIA ACUARIO,0-5,MEXICO - TACUBA,0,,-99.18702444,19.45899793,CDMX
09016722518004511000000000U7,ANTOJITOS JUANITA,0-5,MEXICO TACUBA,0,,-99.18699874,19.45898941,CDMX
09015722511013341000000000U5,SABORES QUE NUTREN,0-5,FERNANDO MONTES DE OCA,64,0,-99.17559290,19.41326260,CDMX
09016722517001131000000000S9,ROSTICERIA MOLINO,0-5,SUR 128,94,,-99.20237542,19.40502106,CDMX
09016722219008001000000000U0,COMEDOR LIZ,0-5,INTERIOR CALZADA MELCHOR OCAMPO,69,0,-99.16824615,19.43916406,CDMX
09015722511000593000045326S6,SUSHI ROLL RESTAURANTE CONDESA,0-5,MICHOACÁN,113,,-99.17751352,19.41148859,CDMX
09016722514007241000000000U7,COCINA,0-5,INTERIOR CALZADA MELCHOR OCAMPO,69,0,-99.16823747,19.43918252,CDMX
09015722212024261000000000U7,PUESTO DE TORTAS LAS FABULOSAS DE LA ROMA,0-5,DURANGO,,,-99.17110126,19.41902780,CDMX
09016722518004491000000000U2,COMEDOR MIMI,0-5,TLALOC,48,,-99.16890717,19.44143353,CDMX
09016722518002301000000000S5,EL CANTO DE LAS SIRENAS COCINA AUXILIAR,0-5,INTERIOR CALZADA MELCHOR OCAMPO,69,,-99.16822879,19.43920098,CDMX
15057461121008181000000000U9,RESTAURANTE OLD TIMES,0-5,FUENTE DE LAS PIRAMIDES,10,,-99.22625533,19.42825349,CDMX
09016722513004562000000000U1,ANTOJITOS MEXICANOS LUIS,6-10,MEXICO TACUBA,0,,-99.18581086,19.45863636,CDMX
09015722517004802000000000U4,RUT MARUT,6-10,RIO LERMA,130,,-99.16760845,19.42898488,CDMX
09016722516001831000000000U6,TAKAMI SUSHI,0-5,ANTONIO VELAZQUEZ MARTINEZ,0,,-99.21834056,19.45213502,CDMX
09015722513005441000000000U9,QUESADILLAS SANTIAGO,0-5,PUEBLA,0,,-99.16994130,19.42107232,CDMX
09015722110005924002000000U9,CASA BELL,0-5,PRAGA,14,,-99.16898228,19.42335671,CDMX
09016722212002271000054105S0,ROSTICERIA MOLINOS TACUBA,0-5,MEXICO - TACUBA,815,,-99.18830207,19.45951339,CDMX
15057722516001901000000000U3,SUXHI STREET,0-5,AV DE LAS FUENTES,35,,-99.22639609,19.42868464,CDMX
09015722212017761000000000U5,TORTAS PUEBLA,0-5,PUEBLA,0,,-99.16991428,19.42107833,CDMX
09016722512000941000000000U3,PUESTO DE FILETES DE PESCADO EL FILETILLO,0-5,MEXICO TACUBA,0,,-99.18815371,19.45948453,CDMX
09016722517001763000000000U9,EL POLLO FELIZ,6-10,FELIPE CARRILLO PUERTO,24,0,-99.17291039,19.44907438,CDMX
09016722514002691000000000U8,TACOS Y GORDITAS,0-5,ANTONIO VELAZQUEZ MARTINEZ,0,0,-99.21848682,19.45206821,CDMX
09015722511019672000000000U7,MONSTER CHIKENT,6-10,VARSOVIA,14,,-99.16832868,19.42520530,CDMX
09016722513002621000000000U7,PASTES VICTORIA,0-5,MEXICO TACUBA,783,,-99.18781100,19.45941556,CDMX
09016722513001301000000000U7,PUESTO DE ANTOJITOS MEXICANOS,0-5,AZCAPOTZALCO,0,,-99.18862314,19.45965590,CDMX
09015722511020353000000000M1,BASICO,11-30,SONORA,84,,-99.17156561,19.41799892,CDMX
09015722514010261000000000U2,TACOS DE GUISADO EL UNICORNIO,0-5,4 SUR BENJAMIN FRANKLIN,,,-99.18323640,19.40759829,CDMX
09016722512000481000000000U0,PUESTO DE MARISCOS EL PICO DE ORIZABA,0-5,GENERAL MARIANO ESCOBEDO,0,0,-99.18072312,19.45620785,CDMX
09016722511008181000000000U0,COCINA TACUBA,0-5,MEXICO TACUBA,773,10,-99.18752487,19.45934953,CDMX
09016722412000551000000000U1,COCINA ECONOMICA LA PASADITA,0-5,MEXICO TACUBA,773,9,-99.18752487,19.45934953,CDMX
09015722511023641000000000U6,BISHARA,0-5,RIO NAZAS,55,,-99.16725557,19.43223394,CDMX
09016722219006011000000000U1,EL CARNERO DE ORO BARBACOA,6-10,SUR 128,35,,-99.20237350,19.40483968,CDMX
09016722517002321000000000U5,ROSTICERIA Y TAQUERIA,0-5,BOULEVARD MANUEL AVILA CAMACHO,,,-99.21979903,19.45074152,CDMX
09015722516004311000000000U8,MAKIZU,0-5,PUEBLA,296,,-99.16990735,19.42091193,CDMX
09016722514005341000000000U7,SUPER TORTAS GIGANTES SIN NOMBRE,0-5,MEXICO TACUBA,765,,-99.18726919,19.45928654,CDMX
09016722517000871000000000U1,SOLDADO BURGUER,0-5,FELIPE CARRILLO PUERTO,22,0,-99.17279787,19.44904766,CDMX
09015722511009253000000000U8,RESTAURANTE OTTO,11-30,RIO NAZAS,55,,-99.16722484,19.43224819,CDMX
09016722514008231000000000U7,TAQUERIA LA TAPATIA,0-5,MEXICO TACUBA,0,,-99.18636771,19.45898865,CDMX
09016722514003811000000000U1,TACOS DE GUISADO,0-5,ANTONIO VELAZQUEZ MARTINEZ,0,,-99.21867925,19.45198031,CDMX
09016722514006821000000000U7,TACOS DE GUISADO TACUBA,0-5,MEXICO TACUBA,743,,-99.18613051,19.45892871,CDMX
09016722330000151000000000U6,CHAPATAS MAY,0-5,INTERIOR CALZADA MELCHOR OCAMPO,63,0,-99.16809228,19.43949483,CDMX
09016722219005651000000000U5,MARISQUERIA CANTO DE LAS SIRENAS,11-30,INTERIOR CALZADA MELCHOR OCAMPO,63,,-99.16809228,19.43949483,CDMX
09016722512000651000000000U8,EL JAROCHO,0-5,GOLFO DE CALIFORNIA,680,0,-99.18416886,19.45813841,CDMX
09016722514004501000000000U7,PUESTO DE TACOS,0-5,ANTONIO VELAZQUEZ MARTINEZ,,,-99.21876778,19.45193987,CDMX
09016722517001981000012215S7,POLLOS GUERRERO SUCURSAL MIGUEL HIDALGO,0-5,CALZADA MEXICO TACUBA,731,,-99.18600129,19.45890051,CDMX
09016722516000961000000000U2,ALITAS CLAUDIA Y ALGO MAS,0-5,GENERAL MANUEL M PLATA,71,0,-99.19483145,19.40437368,CDMX
09016722212007631000000000U0,TACOS DE CECINA LOS PEPES,0-5,SUR 128,0,,-99.20232079,19.40474801,CDMX
09016722513002251000000000U3,CARNITAS LA VILLA DE PASCUARO,0-5,SUR 128,0,75,-99.20232079,19.40474801,CDMX
09016722513005531000000000S5,BARBACOA ESTILO XOCHIMILCO,0-5,SUR 128,0,37,-99.20232079,19.40474801,CDMX
09016722219006901000000000U3,MARISCOS EL DELEITE DE CHAPALA,0-5,SUR 128,0,,-99.20232079,19.40474801,CDMX
09016722513004551000000000U4,VENTA DE BARBACOA,0-5,SUR 128,0,,-99.20232079,19.40474801,CDMX
09016722219009132000000000U2,CALDOS DE GALLINA EL FAMOSO,0-5,SUR 128,0,,-99.20232079,19.40474801,CDMX
09016722513000031000000000U1,BARBACOA ESTILO XOCHIMILCO,0-5,SUR 128,0,47,-99.20232079,19.40474801,CDMX
09016722212002101000000000U9,ROSTICERIA BARPER,0-5,SUR 128,0,,-99.20232079,19.40474801,CDMX
09016722212004571000000000U1,COCINA CATY,0-5,SUR 128,0,,-99.20232079,19.40474801,CDMX
09016722212004541000000000U4,ANTOJITOS MEXICANOS SIN SOMBRE,0-5,SUR 128,0,,-99.20232079,19.40474801,CDMX
09016722219000641000000000U1,COMIDA CORRIDA Y A LA CARTA,0-5,SUR 128,0,,-99.20232079,19.40474801,CDMX
09015722110006916000000000U4,RESTAURANTE LA POLAR,0-5,GUILLERMO PRIETO,129,,-99.16786783,19.43873045,CDMX
09015722516001751000000000U8,RESTAURANTE LA PAPERIA,0-5,3 PONIENTE SALAMANCA,32,16,-99.16990155,19.42073849,CDMX
09015812410009332000000000U6,ESTACIONAMIENTO RESTAURANTE LA POLAR,0-5,GUILLERMO PRIETO,127,,-99.16784513,19.43872178,CDMX
09016722330000141000000000U7,HUARACHERIA NOGU,0-5,INTERIOR CALZADA MELCHOR OCAMPO,63,,-99.16804205,19.43959339,CDMX
09016722514007481000000000S9,TACOS DE GUISADO SIN NOMBRE,0-5,PONIENTE 73,0,,-99.20087508,19.40448859,CDMX
09016722514002071000000000U3,RICOS TACOS,0-5,ANTONIO VELAZQUEZ MARTINEZ,0,0,-99.21893329,19.45186426,CDMX
09016722514006181000000000U6,COCHINITA PIBIL ELYUCA,0-5,MEXICO TACUBA,0,,-99.18559737,19.45881232,CDMX
09012722511003835000002563S5,TOKS,0-5,MEXICO TACUBA,1584,,-99.17791950,19.45443935,CDMX
09016722512001341000000000U5,MARISCOS SIN NOMBRE,0-5,BOULEVARD MANUEL AVILA CAMACHO,,,-99.21977790,19.45097692,CDMX
09016722511003451001000000U2,ALMACEN RESTAURANTE,0-5,CAP. PEDRO LETECHIPÍA,5,,-99.19842700,19.40426217,CDMX
09016722518001721000000000U5,COCINA ECONOMICA ANTOJITOS TOÑITA,0-5,GOLFO DE CALIFORNIA,6,0,-99.18410727,19.45820033,CDMX
09016722512000042001000000U0,PESCADOS Y MARISCOS EL JAROCHO,0-5,GOLFO DE CALIFORNIA,6,0,-99.18410581,19.45820920,CDMX
09016722513004801000000000U3,CALDOS DE GALLINA DON TIMO,0-5,PROLONGACION SANCTORUM,,,-99.21768302,19.45310878,CDMX
09016722514008221000000000U8,TACOS GLO,0-5,ANTONIO VELAZQUEZ MARTINEZ,0,,-99.21901793,19.45182560,CDMX
09016722514005351000000000U6,PUESTOS DE ANTOJITOS REGINA,0-5,AZCAPOTZALCO,0,,-99.18864590,19.45987020,CDMX
09015722511015501000000000U2,APICULTOR LA CASA DEL APICULTOR RESTAURANTE,0-5,MAESTRO ANTONIO CASO,199,,-99.16722060,19.43568395,CDMX
09016722513001631000000000U7,GORDITAS Y TACOS VERONICA,0-5,MEXICO TACUBA,,,-99.18097656,19.45661652,CDMX
09015722511009203000000000U3,RESTAURANTE LOREA,31-50,SINALOA,141,,-99.17006605,19.42014259,CDMX
09016722514003291000000000U6,TORTAS LA TORTUGA FELIZ,0-5,MEXICO TACUBA,,,-99.18100698,19.45664169,CDMX
09015722514008661000000000U7,PUESTO DE TORTAS TRADICIONALES,0-5,CARLOS B ZETINA,20,0,-99.18230165,19.40782685,CDMX
09016722511009841000000000U8,RESTAURANT BAR EL PUERTO,0-5,GOBERNADOR JOSE GUADALUPE COVARRUBIAS,7,,-99.18526889,19.40643301,CDMX
09016722517001381000000000U0,POLLOS FRITOS TERE,6-10,MEXICO TACUBA,,,-99.18105306,19.45667981,CDMX
09016722212006561001000000U0,FONDA TAIO,6-10,LAGO TLAHUAC,0,,-99.17046813,19.44584024,CDMX
09016722518004971000000000U3,LAS PORTAVIANDAS,0-5,LAGO ZIRAHUEN,5,0,-99.17233503,19.44877390,CDMX
09016722513003391000000000U6,CARNITAS LOS REYES,0-5,ANTONIO VELAZQUEZ MARTINEZ,,,-99.21917189,19.45175530,CDMX
09015722514015921000000000U6,TRADICION JALICIENSE,0-5,GUILLERMO PRIETO,121,,-99.16770077,19.43868980,CDMX
09016722513005391000000000U4,HUARACHES ALEX,0-5,CAMINO DE LOS TOROS NOPALITOS,61,,-99.20083090,19.40437624,CDMX
09016722211000341000000000U5,HOT DOGS Y MAS,0-5,MEXICO TACUBA,0,0,-99.18118117,19.45678579,CDMX
09016722518004141000000000U3,COMIDAS BARAK,0-5,LAGO ZIRAHUEN,0,0,-99.17226657,19.44871794,CDMX
09016722513003381000000000U7,CARNITAS LOS REYES I,0-5,ANTONIO VELAZQUEZ MARTINEZ,,,-99.21921806,19.45173422,CDMX
09016722513001971000000000U7,QUESADILLAS Y HUARACHES ANA,0-5,ANTONIO VELAZQUEZ MARTINEZ,0,,-99.21922963,19.45172894,CDMX
09016722219001611000000000U3,OSTIONERIA LA BARRA DE TUXPAN,0-5,MEXICO TACUBA,578,,-99.18122725,19.45682392,CDMX
09016722514003641000000000U2,QUESADILLAS ESTELA,0-5,ANTONIO VELAZQUEZ MARTINEZ,0,0,-99.21924887,19.45172015,CDMX
09016722517000381001000000U1,POLLOS VALLE,0-5,MEXICO TACUBA,0,0,-99.18481801,19.45863315,CDMX
09016722513003401000000000U3,CARNITAS EL GATO,0-5,PROLONGACION SANCTORUM,0,0,-99.21780551,19.45314402,CDMX
09016722514003881000000000U4,TORTAS EL GATO FELIX,0-5,MEXICO TACUBA,,,-99.18131389,19.45689560,CDMX
09015722511022981000000000U7,SORU RESTAURANT,0-5,LONDRES,227,0,-99.16861683,19.42328853,CDMX
09016722514001861000000000U8,TACOS EL CHAN,6-10,ANTONIO VELAZQUEZ MARTINEZ,0,,-99.21929891,19.45169729,CDMX
09015722212025881000000000U1,LOS ARCOS,0-5,PRAGA,55,0,-99.16880179,19.42277556,CDMX
09016722110000291002060006S6,PORTON TOREO,0-5,BOULEVARD MANUEL ÁVILA CAMACHO,641,,-99.21975656,19.45121465,CDMX
09016722511005331000000000U4,EL TIGRE RESTAURANT,0-5,INTERIOR CALZADA MELCHOR OCAMPO,59,,-99.16792304,19.43982698,CDMX
09015722511017162000000000U1,HA RIM GAK RESTAURANTE COREANO,0-5,PRAGA,54,0,-99.16874072,19.42284819,CDMX
09016722513004731000000000U2,ANTOJITOS MEXICANOS,0-5,ANTONIO VELAZQUEZ MARTINEZ,,,-99.21937589,19.45166214,CDMX
09016722514005431000000000U6,TORTAS ELCHAM,0-5,ANTONIO VELAZQUEZ MARTINEZ,,,-99.21938357,19.45165863,CDMX
09015722511024201000000000U8,SANDYS,0-5,MAESTRO ANTONIO CASO,177,0,-99.16709642,19.43568045,CDMX
09015722219012911001000000U6,LONCHERIA LUPITA,0-5,MAESTRO ANTONIO CASO,177,,-99.16709642,19.43568045,CDMX
09015722518011191000000000U1,JALILI SABOR HOGAR,0-5,DURANGO,272,,-99.17065755,19.41882369,CDMX
09016722517001161000000000U6,POLLOS ROSTIZADOS EL GUERO,0-5,ANTONIO VELAZQUEZ MARTINEZ,0,0,-99.21940282,19.45164984,CDMX
09016722517002481000000000U7,POLLOS GUERRERO,0-5,MEXICO TACUBA,654,,-99.18349007,19.45810596,CDMX
09016722514008031000000000U1,TAQUERIA EL CUÑADO,0-5,ANTONIO VELAZQUEZ MARTINEZ,0,,-99.21944257,19.45163694,CDMX
09016722514003201000000000U5,TACOS LA GUERA,0-5,BOULEVARD MANUEL AVILA CAMACHO,0,0,-99.21974787,19.45131141,CDMX
09016722513000931000000000U2,PUESTO DE SOPES Y QUESADILLAS,0-5,MEXICO TACUBA,,,-99.18166137,19.45718307,CDMX
09016722518000791010000000U9,SMOSSO,0-5,MEXICO TACUBA,443,0,-99.17734815,19.45424726,CDMX
09016722514001751000000000U1,TACOS DE GUISADO MARIO BROS,0-5,MEXICO TACUBA,0,0,-99.18168165,19.45719985,CDMX
09015722511001081001000000U1,LA CHINAMPA,11-30,RIO LERMA,119,,-99.16706644,19.42942248,CDMX
09015722219024962001000000U5,EL RINCON DE VIANCA,6-10,RIO DANUBIO,1,,-99.16712306,19.42897049,CDMX
09015722511000953000000000U2,RESTAURANTE TEIKIT,11-30,RIO LERMA,119,,-99.16706451,19.42941872,CDMX
09016722517002161000000000U5,VENTA DE HAMBURGUESAS Y HOT DOGS DOÑA MARY,0-5,GOBERNADOR MANUEL REYES VERAMENDI,22,,-99.18695625,19.40565721,CDMX
09016722514002091000000000U1,TORTAS GIGANTES EL PORTON,0-5,ANTONIO VELAZQUEZ MARTINEZ,0,,-99.21948074,19.45162781,CDMX
09016722514002202001000000U4,TORTAS LAS PRIMERAS DE CUITLAHUAC,0-5,MEXICO TACUBA,0,,-99.18172774,19.45723797,CDMX
09016722513005561000000000U2,HUARACHES Y QUESADILLAS ROSY,0-5,PROLONGACION SANCTORUM,0,,-99.21795473,19.45313751,CDMX
09016722514003111000000000U6,TACOS DE GUISADO,0-5,ANTONIO VELAZQUEZ MARTINEZ,,,-99.21948968,19.45162567,CDMX
09015722511018633000000000U0,MARIANA BONITA,11-30,LONDRES,223,,-99.16849069,19.42334828,CDMX
09016722514005801000000000U0,TAQUERIA,0-5,JALISCO,0,0,-99.18519958,19.40629466,CDMX
09015722219029272000000000U4,LONCHERIA EL MISTER,0-5,RIO NAZAS,50,0,-99.16686225,19.43230784,CDMX
09006561990000041001037877S5,LA CASA DE TOÑO,0-5,RODOLFO GAONA,0,42,-99.21845167,19.45269872,CDMX
09016722512000971000000000U0,MARISCOS VERACRUZ,0-5,PROLONGACION SANCTORUM,0,0,-99.21798598,19.45314857,CDMX
09016722513003721000000000U4,ANTOJITOS MEXICANOS,0-5,JALISCO,0,,-99.18521881,19.40625850,CDMX
09016722511006041000000000U8,FONDA ORTOSK,0-5,MAR OKHOTSK,3,0,-99.18691055,19.45956699,CDMX
09015722518011723000000000U1,PAELLA LO GIRASOLES,11-30,GUILLERMO PRIETO,115,,-99.16751262,19.43863399,CDMX
09016722513001211000000000U8,BIRRIA Y PASTOR,0-5,ANTONIO VELAZQUEZ MARTINEZ,,,-99.21953688,19.45162716,CDMX
09016722513000261000000000U4,PUESTO DE CALDOS DE GALLINA,0-5,MEXICO TACUBA,,,-99.18190101,19.45738134,CDMX
09015722511021642000000000U6,LA CASA COREANA,6-10,CHAPULTEPEC,425,,-99.16873539,19.42257249,CDMX
09015722511000881001000000U5,CASA DE FUEGO,0-5,RIO NAZAS,50,,-99.16682386,19.43232560,CDMX
09015722511019182000000000U7,EVA SANWDWICHERIA,6-10,ZITACUARO,81,,-99.17910679,19.40954386,CDMX
09016722514008051000000000U9,TACOS BURROS Y GRINGAS,0-5,PROLONGACION SANCTORUM,0,,-99.21801541,19.45315573,CDMX
09015722212023341001000000U8,JALIL SABOR A HOGAR,0-5,DURANGO,272,,-99.17052219,19.41885359,CDMX
09016722518000541000000000U8,COCINA MARY,0-5,MEXICO TACUBA,598,0,-99.18197290,19.45744081,CDMX
09015722516000691001004093S7,SUC KFC 220 DIAMANTE TOREO,0-5,RODOLFO GAONA,3,,-99.21847317,19.45273496,CDMX
09016722513001361000000000U1,RICAS QUESADILLAS,0-5,MEXICO TACUBA,598,0,-99.18198303,19.45744920,CDMX
09015722511012703000000000U7,CASA JARANA,0-5,DURANGO,0,,-99.17030529,19.41920491,CDMX
09015722219031052000000000U2,LAS CASEROLAS,6-10,MANUEL VILLALONGIN,126,,-99.16682095,19.43373951,CDMX
09015722511017234000045326S8,SUSHI ROLL CONDESA,0-5,CAMPECHE,439,,-99.17718100,19.41097809,CDMX
09015722512002091000065394S7,LA CONCHA DE ATLIXCO,0-5,ATLIXCO,31,,-99.17344547,19.41464929,CDMX
09015722511000123002002870S2,50 FRIENDS REFORMA,0-5,PASEO DE LA REFORMA,342,,-99.16757949,19.42606429,CDMX
09015722219033514002004464S3,SUSHI ITTO CONDESA,0-5,MICHOACÁN,121,,-99.17650706,19.41153281,CDMX
09016722515001461000000000U4,RESTAURANTE DE COMIDA JAPONESA,6-10,GENERAL MANUEL M PLATA,88,,-99.19466902,19.40400920,CDMX
09016722511003131000000000U0,RESTAURANTE TEPEPAN,0-5,MEXICO TACUBA,0,,-99.18085160,19.45684539,CDMX
09016722511007861000000000U8,EL DESVAN PREMIUM,0-5,MEXICO TACUBA,521,,-99.17935307,19.45590103,CDMX
09016722514005461000000000U3,TAQUERIA EDEN DEL TOREO,0-5,RODOLFO GAONA,0,0,-99.21827856,19.45299199,CDMX
09015722511002011000000000U7,SUSHI ROMA,0-5,PUEBLA,286,,-99.16931270,19.42104702,CDMX
09015722511018591000000000U0,RESTAURANTE TELOTENGO,0-5,VARSOVIA,35,,-99.16802467,19.42436454,CDMX
09016722514001261000000000U1,TACOS DE SUADERO Y TRIPA,0-5,MEXICO TACUBA,0,0,-99.18275824,19.45792006,CDMX
09016722517000101000000000U3,POLLERIA CUITLAHUAC,0-5,CUITLAHUAC,11,0,-99.18047385,19.45664650,CDMX
09016722514006901000000000U7,TAQUERIA EL REY,0-5,INGENIEROS MILITARES,0,,-99.21811192,19.45317904,CDMX
09016722513004451000000000U7,CARNES ASADAS LOS CARBONISIMOS,0-5,CERRADA LAGO GASCASONICA,45,0,-99.19446317,19.46122091,CDMX
09016722514003581000000000U0,TACOS DEL PAISA,0-5,SUR 128,0,,-99.20231396,19.40432230,CDMX
09016722514007831000000000U5,TORTAS GIGANTES,0-5,INGENIEROS MILITARES,,,-99.21813181,19.45317188,CDMX
09016722514005471000000000U2,PUESTO DE TACOS,0-5,INGENIEROS MILITARES,,,-99.21813181,19.45317188,CDMX
09016722513000401010000000U6,PUESTO DE ANTOJITOS MEXICANOS,0-5,MEXICO TACUBA,0,0,-99.18248944,19.45782538,CDMX
09016722511008961000000000U5,FONDA TACUBITA,0-5,MAR OKHOTSK,0,,-99.18688458,19.45969267,CDMX
09015722518007121000000000U4,CAFE PACIFICO,0-5,VARSOVIA,37,0,-99.16798909,19.42429978,CDMX
09015722219011061000000000U1,LOS CEREZOS,11-30,ALFONSO REYES,81,0,-99.17889880,19.40954443,CDMX
09016722516001631000000000U0,HAMBURGUESAS TOREO,0-5,INGENIEROS MILITARES,,,-99.21819647,19.45314858,CDMX
09016722514003941000000000U6,TORTAS EL JEFECITO,0-5,ANTONIO VELAZQUEZ MARTINEZ,,,-99.21967378,19.45167927,CDMX
09015722211001493000003286S5,11055 CONDESA,0-5,MICHOACÁN,119,,-99.17636262,19.41153243,CDMX
09016722514006981000000000U9,PUESTO DE PLANTAS,0-5,CUITLAHUAC,0,,-99.18025221,19.45657687,CDMX
09016722110000561001000000U2,RESTAURANTE LOS INGENIEROS,0-5,MEXICO TACUBA,0,0,-99.18143079,19.45728701,CDMX
15057722514008001000000000U0,SUPER TORTAS EL CHIAPAS,0-5,INGENIEROS MILITARES,0,,-99.21769140,19.45365848,CDMX
09016722330000231000000000S6,BODEGA DE PUESTO AMBULANTE DE COMIDA,0-5,CAMINO DE LOS TOROS NOPALITOS,68,,-99.20072871,19.40402989,CDMX
09016722212001811000000000U4,PUESTO DE TACOS LOS PRIMOS,0-5,MEXICO TACUBA,0,0,-99.17584198,19.45324749,CDMX
15057812110008021000000000U6,MR SUSHI,11-30,COFRE DE PEROTE,28,,-99.22704020,19.42847386,CDMX
